NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,SiteEnergyUse(kBtu),BuildingAge,Energy_per_m2,GHG_per_m2,Carbon_intensity_ratio,Age_x_Size,ENERGY_vs_type_mean,GHG_vs_type_mean
3,28841,55.0,1459199.75,28,50.59463090738879,0.0011587670330432372,2.2902964450206355e-05,807548,2247036.2352941176,32.411764705882355
2,42975,92.0,959352.0,92,22.32349040139616,0.000999650959860384,4.478022665299077e-05,3953700,1996164.7493421054,56.04810526315789
2,30659,88.0,2619088.5,28,85.42641638670537,0.0018216510649401482,2.132421260297237e-05,858452,2628999.7780914395,34.69634241245136
2,34759,81.0,1633105.375,37,46.983669697056875,0.0003276849161368279,6.974442785114218e-06,1286083,2247036.2352941176,32.411764705882355
1,21603,16.0,5833800.0,51,270.0458269684766,0.006012590843864278,2.2265075936782196e-05,1101753,5155351.229166667,61.555
1,42900,53.0,436252.5,37,10.169055944055945,7.086247086247087e-05,6.968441441596323e-06,1587300,1418871.6024444446,33.09
2,25840,92.0,313528.0938,60,12.1334401625387,8.475232198142415e-05,6.985019981644784e-06,1550400,1334609.24919344,29.69568
5,48237,89.0,1981115.25,15,41.07044903290006,0.00039637622571884654,9.65112958471245e-06,723555,2628999.7780914395,34.69634241245136
1,50546,94.0,1155080.5,45,22.852065445336923,0.00024037510386578563,1.0518747394662103e-05,2274570,1996164.7493421054,56.04810526315789
2,40657,57.0,2826828.0,19,69.52869124627985,0.0005804658484393832,8.348580104626105e-06,772483,2628999.7780914395,34.69634241245136
7,33548,94.0,1403820.0,46,41.84511744366281,0.0002918206748539406,6.973828553518257e-06,1543208,2628999.7780914395,34.69634241245136
3,21282,69.0,1245923.75,60,58.54354618926793,0.0029240672869091247,4.994687676513109e-05,1276920,2628999.7780914395,34.69634241245136
3,20590,100.0,409578.4063,31,19.892103268576978,0.0001389023797960175,6.9827900006651305e-06,638290,2628999.7780914395,34.69634241245136
1,21936,100.0,113130.0,39,5.157275711159738,0.0001226294675419402,2.3777954565544064e-05,855504,1334609.24919344,29.69568
2,66484,69.0,3046543.0,28,45.82370194332471,0.00031947536249323145,6.971836602995592e-06,1861552,2628999.7780914395,34.69634241245136
3,25151,85.0,1356874.75,57,53.949137211244086,0.0024670987237087987,4.57300867305549e-05,1433607,2628999.7780914395,34.69634241245136
6,35770,56.0,2640980.25,88,73.83226866088901,0.0031406206318143697,4.253723593730018e-05,3147760,3010660.921875,84.3
2,21315,34.0,2796425.0,43,131.19516772226132,0.0051916490734224725,3.9571953476313506e-05,916545,2628999.7780914395,34.69634241245136
4,41298,69.0,2190460.0,32,53.0403409366071,0.0005886483606954331,1.1098125507884189e-05,1321536,2628999.7780914395,34.69634241245136
3,34030,50.0,1748629.875,37,51.38495077872466,0.0006541287099617985,1.2729966654607227e-05,1259110,2628999.7780914395,34.69634241245136
1,41308,7.0,1642471.5,64,39.761583712598046,0.0009337174397211194,2.348290366073323e-05,2643712,1418871.6024444446,33.09
1,38255,12.0,985401.8125,59,25.758771729185728,0.000883544634688276,3.430072846552634e-05,2257045,1334609.24919344,29.69568
3,48924,71.0,2282551.25,27,46.65504149292781,0.0012108576567737715,2.5953415065707726e-05,1320948,2628999.7780914395,34.69634241245136
4,32297,88.0,1602084.375,57,49.60474270056042,0.0003458525559649503,6.972167118226841e-06,1840929,2628999.7780914395,34.69634241245136
3,35224,73.0,1994967.75,16,56.636604303883715,0.0003949012037247331,6.972543791748012e-06,563584,2628999.7780914395,34.69634241245136
2,24224,52.0,968026.3125,59,39.96145609725892,0.0011034511228533686,2.7612885780932736e-05,1429216,997971.7780206897,35.177241379310345
1,23706,78.0,400770.9063,53,16.905884851936218,0.0005534463848814646,3.273690727983864e-05,1256418,997971.7780206897,35.177241379310345
1,67450,97.0,2842819.5,57,42.14706449221646,0.000828169014084507,1.9649506414318602e-05,3844650,5155351.229166667,61.555
2,37616,100.0,1234095.5,37,32.8077280944279,0.00161021905572097,4.908048040042282e-05,1391792,2628999.7780914395,34.69634241245136
2,20671,98.0,638507.125,76,30.88902931643365,0.0011978133617144794,3.877795412228172e-05,1570996,2628999.7780914395,34.69634241245136
1,21600,57.0,499828.5938,89,23.140212675925923,0.0006648148148148148,2.8729848948469664e-05,1922400,1334609.24919344,29.69568
1,35844,14.0,866126.375,39,24.16377566677826,0.00016850797902019863,6.973578191750598e-06,1397916,997971.7780206897,35.177241379310345
3,31774,85.0,1639136.25,100,51.587343425442185,0.0005938817901428842,1.1512160749297077e-05,3177400,2628999.7780914395,34.69634241245136
1,26094,19.0,709990.8125,63,27.20896805779106,0.00018969878132904118,6.971921203557828e-06,1643922,1334609.24919344,29.69568
2,23687,68.0,1084553.75,33,45.78687676784734,0.00031916240976062816,6.970608879458487e-06,781671,2628999.7780914395,34.69634241245136
2,24221,20.0,1435562.75,33,59.269342719128026,0.0004132777341975971,6.972875271387475e-06,799293,2628999.7780914395,34.69634241245136
2,57836,37.0,5381105.0,116,93.04075316411924,0.0006485579915623486,6.9706872473218785e-06,6708976,2628999.7780914395,34.69634241245136
2,32027,54.0,3999505.25,116,124.87917226090487,0.0040094295438223996,3.210647116915273e-05,3715132,2628999.7780914395,34.69634241245136
3,34425,84.0,2018385.75,102,58.631394335511985,0.0014544662309368191,2.4806952783926462e-05,3511350,2628999.7780914395,34.69634241245136
2,52609,67.0,1801941.75,45,34.25158718090061,0.0008840692657149917,2.5811045223853654e-05,2367405,1996164.7493421054,56.04810526315789
3,28304,5.0,1961581.5,32,69.30403829847371,0.00048297060486150365,6.968866702709013e-06,905728,2247036.2352941176,32.411764705882355
1,29619,50.0,1280263.75,26,43.22440831898444,0.0014332016610959183,3.3157230297272735e-05,770094,1418871.6024444446,33.09
2,21592,47.0,1431784.0,94,66.31085587254539,0.0025120414968506856,3.788280913880865e-05,2029648,1996164.7493421054,56.04810526315789
2,23923,69.0,805643.5,85,33.67652468335911,0.000815533168916942,2.4216666552885986e-05,2033455,1996164.7493421054,56.04810526315789
3,25200,47.0,1748444.25,109,69.38270833333333,0.0014714285714285714,2.1207424829244627e-05,2746800,2628999.7780914395,34.69634241245136
2,28296,80.0,1328461.25,53,46.94872950240317,0.0003272547356516822,6.970470534989259e-06,1499688,2628999.7780914395,34.69634241245136
3,31357,55.0,1965075.625,17,62.66784529770067,0.0007169053161973403,1.143976329155271e-05,533069,2628999.7780914395,34.69634241245136
1,38412,62.0,1628540.0,92,42.39664688118297,0.0017455482661668227,4.117184717599813e-05,3533904,1334609.24919344,29.69568
1,24291,98.0,655422.375,63,26.9821075707052,0.0008072948828784323,2.9919637699277508e-05,1530333,2628999.7780914395,34.69634241245136
1,36544,5.0,1269847.75,50,34.74846075963222,0.00024217381786339754,6.969339434589698e-06,1827200,1334609.24919344,29.69568
1,21349,70.0,659761.875,69,30.903643027776475,0.0007981638484238137,2.5827500262878935e-05,1473081,1418871.6024444446,33.09
1,38630,33.0,416885.5938,80,10.791757540771421,7.533005436189491e-05,6.980332358033142e-06,3090400,1334609.24919344,29.69568
1,22803,78.0,764094.5,31,33.50850765250186,0.0009428583958251107,2.813788085112509e-05,706893,1334609.24919344,29.69568
1,41550,94.0,642645.1875,65,15.466791516245488,0.00010782190132370638,6.971187347450572e-06,2700750,1504418.3375,20.136
2,64493,85.0,1989763.875,16,30.852400648132356,0.00044299381328206163,1.435848763713232e-05,1031888,1996164.7493421054,56.04810526315789
2,42252,49.0,2203758.5,104,52.15749550317145,0.0024223705386727254,4.644338297504014e-05,4394208,1996164.7493421054,56.04810526315789
3,22895,96.0,440419.1875,35,19.23647903472374,0.0005643153526970954,2.9335688286741593e-05,801325,997971.7780206897,35.177241379310345
2,36740,100.0,1267463.125,14,34.49817977681002,0.0002406096897114861,6.974561883210606e-06,514360,2274415.943082143,33.59196428571429
1,41428,90.0,1404702.25,55,33.90707371825818,0.001068600946219948,3.151557563177535e-05,2278540,1996164.7493421054,56.04810526315789
1,52325,67.0,808968.1875,79,15.46045269947444,0.00034457716196846635,2.2287650217394984e-05,4133675,1334609.24919344,29.69568
1,25880,100.0,162960.0,72,6.296754250386399,4.4049459041731064e-05,6.995581737849779e-06,1863360,2274415.943082143,33.59196428571429
1,45842,99.0,819354.625,56,17.873448475197417,0.0002737664150778762,1.531693312892449e-05,2567152,1334609.24919344,29.69568
1,20520,20.0,1167887.75,50,56.91460769980507,0.001990740740740741,3.497767657893492e-05,1026000,1334609.24919344,29.69568
1,22972,12.0,495481.0,71,21.56890997736375,0.00015018283127285392,6.962930970107835e-06,1631012,1334609.24919344,29.69568
1,24990,80.0,523614.0938,63,20.952944929971988,0.0003481392557022809,1.661528996834653e-05,1574370,1334609.24919344,29.69568
1,24354,10.0,735907.8125,50,30.21712295721442,0.0007099449782376611,2.3494790660345107e-05,1217700,1418871.6024444446,33.09
1,33600,58.0,847419.375,57,25.220814732142856,0.00045684523809523807,1.8113817612442482e-05,1915200,1418871.6024444446,33.09
1,25520,100.0,1610794.75,59,63.11891653605016,0.002311912225705329,3.66278819818602e-05,1505680,1504418.3375,20.136
1,41526,79.0,1814947.0,46,43.70628040263931,0.0013495159659008813,3.0876934698368604e-05,1910196,1996164.7493421054,56.04810526315789
2,24291,87.0,920430.625,42,37.89183751183566,0.0002642954180560701,6.974996078601795e-06,1020222,2628999.7780914395,34.69634241245136
2,20738,44.0,526752.8125,58,25.40036707975697,0.00017696981386826116,6.967214816722027e-06,1202804,2274415.943082143,33.59196428571429
2,21329,1.0,2654316.0,30,124.44634066294716,0.0008673636832481598,6.969780538564361e-06,639870,2247036.2352941176,32.411764705882355
1,23143,75.0,1139980.625,33,49.25811800544441,0.0016795575335954716,3.409707072872401e-05,763719,2628999.7780914395,34.69634241245136
1,28800,73.0,2107743.75,54,73.185546875,0.0020875,2.852339142270022e-05,1555200,2628999.7780914395,34.69634241245136
1,39600,85.0,405050.4063,64,10.228545613636363,7.121212121212121e-05,6.962096460437497e-06,2534400,1334609.24919344,29.69568
1,39600,91.0,468396.9063,64,11.828204704545454,0.0002335858585858586,1.9748208998792016e-05,2534400,1334609.24919344,29.69568
1,41248,37.0,1108310.875,79,26.869445185221103,0.0004000193948797517,1.4887519713275392e-05,3258592,1418871.6024444446,33.09
2,35864,75.0,1228113.5,68,34.24362870845416,0.0012168190943564578,3.553417497649851e-05,2438752,997971.7780206897,35.177241379310345
1,20484,69.0,822636.625,62,40.15996021284905,0.0018736574887717244,4.665486416921931e-05,1270008,997971.7780206897,35.177241379310345
4,27642,4.0,1849331.25,32,66.90294660299544,0.00046631936907604374,6.970087159885499e-06,884544,2247036.2352941176,32.411764705882355
2,34110,31.0,2563985.5,56,75.16814717091762,0.000523893286426268,6.969618197918827e-06,1910160,2628999.7780914395,34.69634241245136
1,43390,87.0,533742.8125,46,12.301055830836598,8.573404010140585e-05,6.969648888714544e-06,1995940,1334609.24919344,29.69568
1,35400,84.0,419978.6875,57,11.863804731638417,0.0002624293785310734,2.21201700860118e-05,2017800,1334609.24919344,29.69568
1,28144,19.0,858701.0,50,30.510979249573623,0.0002920693575895395,9.572598611158017e-06,1407200,1418871.6024444446,33.09
3,71283,41.0,2491238.25,100,34.948560666638606,0.000605614241824839,1.7328732007065163e-05,7128300,1334609.24919344,29.69568
2,47368,99.0,1042652.625,37,22.011751076676237,0.00015347914203681808,6.972600294369373e-06,1752616,2628999.7780914395,34.69634241245136
5,49825,84.0,2602213.75,32,52.22706974410436,0.0008421475163070748,1.6124732259215832e-05,1594400,2628999.7780914395,34.69634241245136
1,36071,97.0,1519952.125,48,42.13778728064096,0.001407224640292756,3.339578869959473e-05,1731408,2274415.943082143,33.59196428571429
3,51672,97.0,1436510.375,27,27.80055687799969,0.0003928626722402849,1.4131467724345534e-05,1395144,1996164.7493421054,56.04810526315789
2,27270,36.0,2108861.75,26,77.33266409974331,0.0005390539053905391,6.970584961294878e-06,709020,2247036.2352941176,32.411764705882355
2,36000,95.0,1046187.625,109,29.06076736111111,0.0005011111111111111,1.7243560876568386e-05,3924000,2628999.7780914395,34.69634241245136
1,36000,59.0,1162163.125,103,32.28230902777778,0.0007366666666666666,2.2819515978017284e-05,3708000,2843841.6666666665,25.963333333333328
2,43200,38.0,1929851.5,101,44.67248842592593,0.001138425925925926,2.5483826087136755e-05,4363200,1334609.24919344,29.69568
4,40970,71.0,2912454.75,103,71.08749694898707,0.0011435196485233097,1.608608683104862e-05,4219910,2628999.7780914395,34.69634241245136
1,43794,88.0,1164537.75,41,26.591262501712563,0.0005366031876512764,2.0179680735983012e-05,1795554,2274415.943082143,33.59196428571429
1,48280,18.0,2701833.75,48,55.961759527754765,0.0016273819386909691,2.908024966377002e-05,2317440,1334609.24919344,29.69568
1,64314,86.0,2936336.25,68,45.656252915383895,0.001680038560811021,3.6797556819318633e-05,4373352,1996164.7493421054,56.04810526315789
2,20385,65.0,809291.8125,66,39.7003587196468,0.0016698552857493255,4.206146593136329e-05,1345410,997971.7780206897,35.177241379310345
1,24295,53.0,216115.0,70,8.895451739040954,6.215270631817246e-05,6.987020799111584e-06,1700650,997971.7780206897,35.177241379310345
2,20317,83.0,620994.3125,49,30.565256312447705,0.00021312201604567604,6.972688658883651e-06,995533,2628999.7780914395,34.69634241245136
1,32000,3.0,2186148.5,50,68.317140625,0.0013053125,1.9106661784412175e-05,1600000,1334609.24919344,29.69568
1,36000,44.0,2771820.5,43,76.99501388888889,0.003455555555555556,4.488025108407994e-05,1548000,1334609.24919344,29.69568
1,48020,71.0,2373568.25,37,49.42874323198667,0.001231570179092045,2.4916073089535133e-05,1776740,1334609.24919344,29.69568
1,27420,55.0,1176342.25,37,42.900884390955504,0.001424142961342086,3.319612128188034e-05,1014540,1334609.24919344,29.69568
2,43645,71.0,2053956.375,67,47.06051953259251,0.0019509680375758966,4.1456576700661425e-05,2924215,1996164.7493421054,56.04810526315789
1,26853,68.0,1399062.75,64,52.100798793430904,0.0007991658287714595,1.5338840234292565e-05,1718592,2274415.943082143,33.59196428571429
1,29394,60.0,1486681.75,24,50.57772844798258,0.000893719806763285,1.767022430994394e-05,705456,1334609.24919344,29.69568
2,20400,69.0,438557.0,90,21.497892156862743,0.0005965686274509804,2.7750098618879644e-05,1836000,1334609.24919344,29.69568
1,20460,16.0,903541.875,90,44.16138196480939,0.00030791788856304985,6.972560070887694e-06,1841400,2628999.7780914395,34.69634241245136
2,21870,45.0,1074350.375,61,49.12438843164152,0.0003424782807498857,6.971654847702734e-06,1334070,1504418.3375,20.136
1,43615,89.0,3133849.5,46,71.85256219190646,0.002438381290840307,3.393589896387813e-05,2006290,2247036.2352941176,32.411764705882355
3,36879,26.0,1144267.5,46,31.02761734320345,0.00021638330757341577,6.973893779208096e-06,1696434,2628999.7780914395,34.69634241245136
2,36600,80.0,308400.4063,34,8.426240609289616,5.87431693989071e-05,6.971456444543601e-06,1244400,1334609.24919344,29.69568
1,36701,87.0,1564891.75,57,42.63894035584862,0.0013073213263943761,3.066026771500329e-05,2091957,1996164.7493421054,56.04810526315789
1,48890,49.0,2100216.5,75,42.95799754551033,0.0012599713642871752,2.933030951809016e-05,3666750,1334609.24919344,29.69568
3,43473,3.0,4416909.5,16,101.60121224668185,0.0007082556989395717,6.970937484682446e-06,695568,2628999.7780914395,34.69634241245136
1,40265,19.0,3740373.75,26,92.89392151993046,0.000881162299764063,9.485683081804324e-06,1046890,2274415.943082143,33.59196428571429
1,26208,79.0,1608884.25,11,61.389051053113555,0.0014350579975579976,2.337644861648686e-05,288288,2274415.943082143,33.59196428571429
5,32250,92.0,796042.375,106,24.68348449612403,0.0003547286821705426,1.4371094252363135e-05,3418500,2628999.7780914395,34.69634241245136
1,51000,95.0,1298039.875,63,25.45176225490196,0.00027784313725490195,1.0916459711994595e-05,3213000,2274415.943082143,33.59196428571429
2,20150,80.0,576174.125,96,28.594249379652606,0.00019950372208436722,6.977057499761898e-06,1934400,2628999.7780914395,34.69634241245136
7,36000,40.0,1682454.875,107,46.73485763888889,0.00032583333333333336,6.971955191368803e-06,3852000,2628999.7780914395,34.69634241245136
1,22580,90.0,928584.875,89,41.12421944198406,0.00042736935341009745,1.0392157205877385e-05,2009620,2628999.7780914395,34.69634241245136
1,20000,18.0,743528.125,90,37.17640625,0.0016760000000000002,4.508235650130922e-05,1800000,1334609.24919344,29.69568
1,37247,69.0,1748644.5,52,46.9472574972481,0.0015668375976588718,3.3374422302532044e-05,1936844,2274415.943082143,33.59196428571429
1,25384,11.0,3027867.5,23,119.2825204853451,0.003042467696186574,2.5506400131445646e-05,583832,2274415.943082143,33.59196428571429
2,52110,34.0,586589.1875,116,11.256748944540396,0.00048263289195931683,4.287498054164184e-05,6044760,1334609.24919344,29.69568
1,26310,96.0,771512.6875,93,29.323933390345875,0.0005697453439756746,1.942936291634219e-05,2446830,2628999.7780914395,34.69634241245136
3,29874,95.0,1274049.75,54,42.64744426591685,0.001816629845350472,4.259645276803359e-05,1613196,1996164.7493421054,56.04810526315789
1,20140,35.0,992794.6875,51,49.29467167328699,0.0023376365441906653,4.742168808190767e-05,1027140,997971.7780206897,35.177241379310345
2,39953,93.0,1508561.875,45,37.758413010287086,0.0007020749380522113,1.8593867752358518e-05,1797885,2628999.7780914395,34.69634241245136
2,21200,15.0,1676426.5,18,79.0767216981132,0.0005514150943396226,6.97316583816827e-06,381600,2274415.943082143,33.59196428571429
1,30630,27.0,6058494.0,36,197.79608227228206,0.0013790401567091088,6.972029682624098e-06,1102680,5155351.229166667,61.555
2,23421,25.0,1896626.375,36,80.97973506682038,0.0005644507066308015,6.970271095170234e-06,843156,2274415.943082143,33.59196428571429
2,24120,66.0,893053.1875,88,37.025422367330016,0.0013076285240464344,3.531704543633354e-05,2122560,997971.7780206897,35.177241379310345
3,35736,88.0,1148202.25,87,32.13012788224759,0.0014313297515110813,4.4547900859800615e-05,3109032,997971.7780206897,35.177241379310345
1,51050,10.0,1206165.75,75,23.627144955925562,0.0005435847208619001,2.300678824614279e-05,3828750,1334609.24919344,29.69568
2,21900,40.0,1302192.875,62,59.46086187214612,0.001947945205479452,3.27601239562918e-05,1357800,2274415.943082143,33.59196428571429
1,16300,100.0,150167.7969,64,9.212748276073619,9.8159509202454e-05,1.0654747775686388e-05,1043200,1418871.6024444446,33.09
1,33462,1.0,1386445.375,52,41.43342821708206,0.0002889845197537505,6.974670747486175e-06,1740024,1334609.24919344,29.69568
1,23903,65.0,415364.5938,86,17.377090482366228,0.0006011797682299293,3.4596111980885934e-05,2055658,1334609.24919344,29.69568
4,46100,75.0,2177064.75,93,47.22483188720174,0.0016960954446854663,3.591533049258181e-05,4287300,1996164.7493421054,56.04810526315789
2,21936,96.0,608755.375,65,27.7514302972283,0.0013119985412107951,4.727678995852809e-05,1425840,997971.7780206897,35.177241379310345
2,23250,55.0,904236.0,49,38.89187096774194,0.00027096774193548386,6.967207675872228e-06,1139250,2628999.7780914395,34.69634241245136
1,30000,32.0,2794837.0,56,93.16123333333333,0.004024,4.31939322400555e-05,1680000,1334609.24919344,29.69568
1,51410,87.0,1968907.25,54,38.2981375218829,0.0012602606496790508,3.2906578001579304e-05,2776140,1996164.7493421054,56.04810526315789
4,23022,78.0,1027230.875,36,44.61953240378768,0.0006359134740682826,1.4251908072759204e-05,828792,2628999.7780914395,34.69634241245136
1,31569,12.0,3064039.5,54,97.05849092464126,0.00397826982166049,4.098837498668016e-05,1704726,1334609.24919344,29.69568
1,22509,57.0,177812.7969,60,7.899631120884979,5.5089075480918744e-05,6.973626317218117e-06,1350540,1334609.24919344,29.69568
1,39984,75.0,1073156.375,60,26.839645233093236,0.0009208683473389355,3.4310004448326556e-05,2399040,1334609.24919344,29.69568
2,73769,92.0,2556131.0,91,34.650476487413414,0.0012857704455801217,3.710686189401091e-05,6712979,1996164.7493421054,56.04810526315789
1,26440,91.0,719905.1875,110,27.22788152420575,0.0010563540090771557,3.879677558234014e-05,2908400,997971.7780206897,35.177241379310345
1,43578,83.0,1436773.875,55,32.97016556519345,0.0005651934462343384,1.7142572278466575e-05,2396790,1996164.7493421054,56.04810526315789
3,23355,77.0,840549.375,67,35.99012524084778,0.00025090986940697925,6.971630905085142e-06,1564785,2628999.7780914395,34.69634241245136
4,30840,30.0,3542708.5,51,114.87381647211414,0.00328177691309987,2.8568537321092037e-05,1572840,2628999.7780914395,34.69634241245136
1,21850,100.0,317794.4063,116,14.544366421052631,0.0005990846681922197,4.1190152313892385e-05,2534600,997971.7780206897,35.177241379310345
4,45500,77.0,2799595.0,102,61.52956043956044,0.0026813186813186814,4.35777317790609e-05,4641000,3010660.921875,84.3
1,23050,27.0,466672.6875,78,20.246103579175706,0.00014099783080260303,6.964195863723008e-06,1797900,1334609.24919344,29.69568
1,46059,82.0,1582655.875,86,34.361490153933,0.00044855511409279403,1.3054006449759649e-05,3961074,2274415.943082143,33.59196428571429
2,23595,72.0,817409.625,46,34.643340750158934,0.0002767535494808222,7.988650733100922e-06,1085370,2247036.2352941176,32.411764705882355
3,28142,96.0,847097.8125,116,30.100839048397415,0.0012110013502949328,4.023148153271851e-05,3264472,2628999.7780914395,34.69634241245136
4,39030,99.0,713326.875,114,18.276373943120678,0.00035075582884960284,1.9191762542242643e-05,4449420,2628999.7780914395,34.69634241245136
2,36940,100.0,336745.4063,100,9.11600991608013,6.36166756903086e-05,6.978565872124861e-06,3694000,2274415.943082143,33.59196428571429
1,30240,78.0,1264626.875,96,41.819671792328045,0.0006015211640211641,1.4383689260122675e-05,2903040,2274415.943082143,33.59196428571429
3,35202,2.0,3605755.5,37,102.43041588546106,0.0007141639679563662,6.972186550086383e-06,1302474,2628999.7780914395,34.69634241245136
2,24600,69.0,331059.5,106,13.45770325203252,0.00023008130081300814,1.709662462487861e-05,2607600,997971.7780206897,35.177241379310345
3,27544,94.0,1031667.5,99,37.45525341272146,0.0006320795817600929,1.6875592184497426e-05,2726856,2628999.7780914395,34.69634241245136
2,21562,20.0,866806.0,60,40.20063073926352,0.0017289676282348577,4.300847017671774e-05,1293720,997971.7780206897,35.177241379310345
3,38297,85.0,1845150.625,91,48.18003042013735,0.0018064078126223987,3.7492874057368624e-05,3485027,1996164.7493421054,56.04810526315789
1,24200,73.0,826488.6875,48,34.15242510330579,0.000924793388429752,2.7078410555982352e-05,1161600,997971.7780206897,35.177241379310345
2,23222,62.0,1219863.125,78,52.530493712858494,0.0023710274739471193,4.513621149094084e-05,1811316,1996164.7493421054,56.04810526315789
3,60000,52.0,3625407.5,112,60.423458333333336,0.0020271666666666667,3.354933204060509e-05,6720000,1996164.7493421054,56.04810526315789
3,30408,61.0,1440554.25,36,47.374186069455405,0.0003301762694027887,6.969539675440893e-06,1094688,1378786.5625,9.6125
3,30109,89.0,1465795.75,96,48.68297685077552,0.0011302268424723506,2.3216058581149523e-05,2890464,2628999.7780914395,34.69634241245136
2,39929,82.0,1813718.0,52,45.42357684890681,0.0011815973352701044,2.601286418285533e-05,2076308,1996164.7493421054,56.04810526315789
2,25481,92.0,917100.3125,56,35.99153535967976,0.0015144617558180606,4.207827592469608e-05,1426936,2628999.7780914395,34.69634241245136
2,27788,73.0,2119806.25,104,76.28495213761336,0.0012951633798762056,1.6977966736346777e-05,2889952,2628999.7780914395,34.69634241245136
4,33120,73.0,1943899.25,26,58.69261020531401,0.0017669082125603866,3.0104440855152346e-05,861120,3010660.921875,84.3
2,22324,53.0,588856.125,75,26.37771568715284,0.0010002687690378069,3.792097772609565e-05,1674300,1334609.24919344,29.69568
3,27600,84.0,1072151.375,94,38.846064311594205,0.0004554347826086957,1.1724090732990013e-05,2594400,2628999.7780914395,34.69634241245136
2,52901,75.0,2240342.0,45,42.349709835352826,0.0011379747074724486,2.6870897389773526e-05,2380545,1996164.7493421054,56.04810526315789
1,22583,95.0,1981360.0,62,87.73679316299872,0.0031404153566842318,3.579359631768079e-05,1400146,2578887.625,52.905
3,20660,92.0,720170.6875,35,34.858213334946754,0.0002429816069699903,6.970569737330498e-06,723100,2628999.7780914395,34.69634241245136
1,29400,69.0,227509.5,44,7.738418367346939,5.4081632653061225e-05,6.988719152387044e-06,1293600,1334609.24919344,29.69568
3,22452,85.0,1244150.0,24,55.413771601639056,0.0018653126670229825,3.366153598842584e-05,538848,3010660.921875,84.3
2,25767,22.0,1581352.75,104,61.37124034617922,0.0004276788139868824,6.968717131582438e-06,2679768,1378786.5625,9.6125
4,33910,75.0,1822834.25,63,53.75506487761722,0.0011268062518431142,2.0961862001440887e-05,2136330,2274415.943082143,33.59196428571429
2,78716,38.0,4103800.75,37,52.13426431729255,0.0006114385893592155,1.172815225008183e-05,2912492,1334609.24919344,29.69568
2,33300,92.0,1594733.625,106,47.889898648648646,0.002078078078078078,4.339282681143693e-05,3529800,1996164.7493421054,56.04810526315789
1,20962,58.0,1100499.75,59,52.49974954679897,0.0003659002003625608,6.9695608745026974e-06,1236758,2628999.7780914395,34.69634241245136
2,19193,17.0,1159807.125,40,60.42865237326109,0.0004215078414005106,6.975297724610892e-06,767720,1378786.5625,9.6125
4,22840,64.0,881386.1875,116,38.589587894045536,0.00026882661996497373,6.9662993215445635e-06,2649440,2628999.7780914395,34.69634241245136
1,20880,94.0,683274.0,116,32.72385057471264,0.00022796934865900383,6.966458551035163e-06,2422080,2628999.7780914395,34.69634241245136
2,25880,8.0,1941728.75,6,75.0281588098918,0.0007654559505409582,1.0202248898050255e-05,155280,2247036.2352941176,32.411764705882355
3,46485,83.0,1544995.75,66,33.2364364848876,0.0010117242121114338,3.0440213185052453e-05,3068010,997971.7780206897,35.177241379310345
4,56896,96.0,1402048.5,51,24.64230350112486,0.000500210911136108,2.029886983224903e-05,2901696,2628999.7780914395,34.69634241245136
2,27500,60.0,577123.125,38,20.986295454545456,0.0005378181818181818,2.5627113798290443e-05,1045000,997971.7780206897,35.177241379310345
2,36630,90.0,541943.3125,86,14.795067226317226,0.0001031941031941032,6.974899242805953e-06,3150180,2628999.7780914395,34.69634241245136
5,41920,95.0,1103594.75,110,26.326210639312976,0.00018344465648854964,6.968137534180912e-06,4611200,2628999.7780914395,34.69634241245136
5,36879,92.0,1537570.25,111,41.69229778464709,0.000730497030830554,1.7521150659620268e-05,4093569,2628999.7780914395,34.69634241245136
4,43484,18.0,1567040.75,110,36.03718034219483,0.00025112685125563424,6.968548839588249e-06,4783240,1334609.24919344,29.69568
2,26510,91.0,987063.6875,46,37.23363589211618,0.00042172764994341755,1.132652344684699e-05,1219460,2628999.7780914395,34.69634241245136
1,40028,80.0,942415.1875,78,23.54389895822924,0.00016888178275207354,7.173059273304634e-06,3122184,1334609.24919344,29.69568
3,26282,23.0,2188051.25,9,83.25284415189103,0.0005802450346244578,6.969672214030636e-06,236538,2628999.7780914395,34.69634241245136
1,21624,90.0,666687.5,62,30.830905475397707,0.00096929337772845,3.1439017530702166e-05,1340688,997971.7780206897,35.177241379310345
1,42239,83.0,2145603.5,46,50.79673997963967,0.0017209214233291506,3.387858008248029e-05,1942994,1996164.7493421054,56.04810526315789
3,51360,89.0,1403094.75,91,27.31882301401869,0.0005883956386292835,2.1538103538624173e-05,4673760,1996164.7493421054,56.04810526315789
5,40552,99.0,1200180.875,106,29.596095753600316,0.0013131288222529099,4.4368312401245355e-05,4298512,3010660.921875,84.3
2,24550,100.0,977230.3125,99,39.805715376782075,0.00027413441955193485,6.886810523491616e-06,2430450,2274415.943082143,33.59196428571429
2,61052,80.0,2366929.5,16,38.7690739042128,0.0007826115442573544,2.0186490556647335e-05,976832,1996164.7493421054,56.04810526315789
3,22124,82.0,637685.0,87,28.823223648526486,0.00020113903453263424,6.9783670621074674e-06,1924788,2395087.953125,53.75333333333333
3,27487,82.0,1594504.875,90,58.00941808855095,0.002399316040309965,4.136080173477049e-05,2473830,2395087.953125,53.75333333333333
