NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,BuildingAge,Energy_per_m2,Carbon_intensity_ratio,Age_x_Size,ENERGY_vs_type_mean
3,70296,86.0,36,39.576455274837826,6.9696392951067135e-06,2530656,2628999.7780914395
4,27838,77.0,114,43.73550991450535,6.973253691219768e-06,3173532,2628999.7780914395
2,39815,62.0,65,51.50322114780862,1.961376440538218e-05,2587975,2628999.7780914395
1,48112,73.0,44,30.88514040156302,6.971990147353112e-06,2116928,1334609.24919344
2,26275,27.0,15,67.44770694576594,6.968784641137215e-06,394125,2628999.7780914395
1,26115,43.0,18,64.68974248516179,2.174771832827586e-05,470070,2274415.943082143
1,26033,78.0,67,44.14167594975608,3.94468821364494e-05,1744211,997971.7780206897
4,48660,82.0,9,38.666587032470204,3.2941519435556256e-05,437940,1996164.7493421054
4,29796,47.0,107,74.9517384883877,3.563397398066147e-05,3188172,2395087.953125
2,26400,36.0,96,37.257419507575754,1.7405522364558513e-05,2534400,2274415.943082143
3,38148,98.0,98,33.088386022858344,6.971645801573889e-06,3738504,2628999.7780914395
5,31945,4.0,61,56.549319142275785,6.969401063290354e-06,1948645,997971.7780206897
5,52908,43.0,31,84.69344900582142,6.971718789786387e-06,1640148,2628999.7780914395
4,34680,92.0,116,33.735550028835064,2.25479938172512e-05,4022880,2274415.943082143
1,36504,2.0,101,57.554863850536925,9.881090170778414e-06,3686904,2274415.943082143
6,35200,8.0,109,85.17637073863636,6.970829994881109e-06,3836800,2628999.7780914395
5,35840,83.0,109,42.933890206473215,3.142159568578567e-05,3906560,2628999.7780914395
2,25920,60.0,75,51.444140625,6.974483234382853e-06,1944000,1378786.5625
4,30525,17.0,88,94.45172809172809,2.553120054218683e-05,2686200,2628999.7780914395
2,20570,2.0,54,143.2550437530384,2.9031922813432566e-05,1110780,2247036.2352941176
3,73549,90.0,106,38.463480128893664,3.798228353589079e-05,7796194,2628999.7780914395
3,37796,55.0,54,65.24456291671076,5.004494150102789e-05,2040984,997971.7780206897
1,36444,80.0,56,4.426273016134343,6.94310585599662e-06,2040864,1334609.24919344
1,27553,63.0,66,35.08427848147207,3.269964622365508e-05,1818498,1334609.24919344
2,45271,57.0,52,56.410582933887035,3.239140977619893e-05,2354092,2274415.943082143
3,16200,62.0,96,84.70452932098766,2.606737454370025e-05,1555200,2628999.7780914395
3,26176,95.0,90,36.93869861705379,3.318828755443095e-05,2355840,2628999.7780914395
1,37740,1.0,90,197.19964228934816,9.873272622381117e-06,3396600,2628999.7780914395
3,23241,66.0,7,31.806312120820962,2.7921681307286625e-05,162687,997971.7780206897
4,38038,84.0,17,52.679103790945895,6.971726703821761e-06,646646,2628999.7780914395
4,40000,92.0,9,63.10570625,3.082130152057366e-05,360000,2628999.7780914395
6,29910,92.0,3,248.39261116683383,1.1644242089863507e-05,89730,2628999.7780914395
4,35780,77.0,90,53.45893655673561,6.968984490088476e-06,3220200,2628999.7780914395
4,17824,41.0,52,31.685041937836626,6.976486562129298e-06,926848,2628999.7780914395
4,47686,72.0,97,43.443992995847836,3.739977440907886e-05,4625542,2628999.7780914395
4,47265,91.0,26,36.32986089072252,6.970930506389037e-06,1228890,2843841.6666666665
4,36160,47.0,106,51.49825428650443,6.970336800042155e-06,3832960,2628999.7780914395
5,66900,100.0,107,24.427178624813155,8.646547584389892e-06,7158300,2628999.7780914395
3,36959,13.0,16,86.72265212803377,7.007401294622069e-06,591344,2628999.7780914395
5,44860,68.0,52,80.26239968791796,1.1448183395898636e-05,2332720,2628999.7780914395
2,21128,97.0,57,20.664714776599773,6.962829811194043e-06,1204296,2628999.7780914395
4,38520,37.0,57,72.80721703011423,2.6831552051071585e-05,2195640,3010660.921875
3,24930,95.0,55,34.78477236261532,3.484841386815808e-05,1371150,3010660.921875
1,27338,56.0,56,21.263040456507426,6.9672744538430965e-06,1530928,997971.7780206897
3,45864,94.0,86,56.484868306296875,4.4556867038109e-05,3944304,2628999.7780914395
2,49252,23.0,17,70.77612076666938,3.0095825556092166e-05,837284,1996164.7493421054
1,34005,94.0,66,29.169769151595354,1.0232700686951946e-05,2244330,1996164.7493421054
1,41221,83.0,67,54.50492467431649,2.0678781215957735e-05,2761807,1996164.7493421054
3,33176,89.0,29,42.99130395466602,2.521244959350534e-05,962104,2628999.7780914395
2,75605,83.0,16,30.088929303617487,2.2273765991823283e-05,1209680,1996164.7493421054
2,29525,77.0,8,43.956401354784084,1.8816273765225378e-05,236200,1996164.7493421054
1,29380,33.0,39,29.13848281143635,6.9735770639400795e-06,1145820,1334609.24919344
2,22688,87.0,94,14.618961565585332,2.1316047335494083e-05,2132672,997971.7780206897
2,41262,84.0,34,46.13096493141389,6.9715301385696686e-06,1402908,2628999.7780914395
3,45680,79.0,108,45.46933833187391,4.179506707714677e-05,4933440,997971.7780206897
1,23562,96.0,59,22.56757437823614,6.9771309722436895e-06,1390158,997971.7780206897
2,54528,75.0,28,36.16634802303404,6.972338640909918e-06,1526784,1996164.7493421054
2,45594,75.0,102,29.636967035136202,6.971230630344113e-06,4650588,1504418.3375
1,28126,44.0,41,30.954483840574557,2.1398400705010108e-05,1153166,1334609.24919344
1,35000,53.0,52,10.820411608571428,6.970952137238515e-06,1820000,1334609.24919344
1,26150,6.0,54,46.21061663479924,2.197106295154336e-05,1412100,1334609.24919344
2,24000,73.0,49,45.356510416666666,6.972538166952787e-06,1176000,2628999.7780914395
5,43594,38.0,48,56.84372849474698,2.9563621814046598e-05,2092512,1996164.7493421054
1,22047,100.0,54,12.054923858121285,6.9607775457618524e-06,1190538,997971.7780206897
1,31600,3.0,37,106.44099683544304,3.070578562349052e-05,1169200,1334609.24919344
1,35289,63.0,9,24.835642834877724,2.7269874775365832e-05,317601,1334609.24919344
1,28920,50.0,35,60.526244813278005,4.575475928906165e-05,1012200,1334609.24919344
1,22176,60.0,38,33.208361516955264,4.449854186480055e-05,842688,1334609.24919344
1,31300,89.0,38,11.593418530351437,2.5022459586523147e-05,1189400,1334609.24919344
1,22000,14.0,37,31.846710227272727,6.965183538116985e-06,814000,1334609.24919344
3,39927,38.0,42,89.37359430961504,6.9722744200899025e-06,1676934,2628999.7780914395
2,20580,64.0,36,48.73639455782313,6.9691274632475734e-06,740880,2247036.2352941176
2,38745,76.0,48,74.60005161956381,1.716729882136564e-05,1859760,2247036.2352941176
3,38378,86.0,49,42.87886614727187,3.265060322414832e-05,1880522,2247036.2352941176
2,33576,64.0,36,37.980454789135095,3.899683332068857e-05,1208736,1334609.24919344
2,21765,80.0,106,19.820372446588557,4.028833220716898e-05,2307090,997971.7780206897
2,26560,1.0,115,65.94442300451807,3.7042876001356274e-05,3054400,997971.7780206897
2,20140,49.0,59,5.78384317775571,6.953589416072381e-06,1188260,1334609.24919344
1,38582,85.0,61,47.920753200974545,3.490764806881578e-05,2353502,1996164.7493421054
1,25500,98.0,49,47.60273529411765,4.555678234835327e-05,1249500,2628999.7780914395
3,35448,97.0,94,38.92835985104942,4.3726776490879083e-05,3332112,1996164.7493421054
3,41478,3.0,41,73.19451878104056,2.5764483731640602e-05,1700598,1334609.24919344
1,39840,2.0,36,18.878112449799197,6.967121568293747e-06,1434240,1334609.24919344
1,40445,92.0,41,19.440071393250093,3.718901477330114e-05,1658245,997971.7780206897
1,23500,53.0,20,48.42414893617021,1.1678716659307054e-05,470000,2274415.943082143
1,22420,82.0,49,62.63397636039251,2.2638358629984073e-05,1098580,2274415.943082143
3,25859,88.0,34,33.21012510151205,1.7350181834854507e-05,879206,2628999.7780914395
1,25600,1.0,42,67.6015869140625,1.9796595184980936e-05,1075200,1334609.24919344
4,33385,89.0,8,38.77835105586341,6.975045288551945e-06,267080,2628999.7780914395
1,56884,71.0,56,24.406601592715,2.7003372090207037e-05,3185504,1334609.24919344
1,32810,66.0,27,61.50465559280707,2.301325182228507e-05,885870,2274415.943082143
2,20022,80.0,55,32.8331741334532,6.96698941917004e-06,1101210,2628999.7780914395
2,36498,89.0,56,14.247679667379035,2.8480122266453325e-05,2043888,1418871.6024444446
4,24472,96.0,9,34.531061008499506,7.029218740500681e-06,220248,2628999.7780914395
4,22365,71.0,37,32.52339872568746,6.9701661936113175e-06,827505,2628999.7780914395
4,30172,82.0,22,29.963538214238365,6.968564996870367e-06,663784,2628999.7780914395
4,42500,100.0,89,5.681849265882353,6.957138409508164e-06,3782500,1334609.24919344
2,23500,26.0,48,71.76191489361702,2.046957877852592e-05,1128000,2628999.7780914395
1,22282,93.0,50,26.02496690153487,2.874691495010947e-05,1114100,2628999.7780914395
2,37500,58.0,85,59.62041333333333,1.9796351629900363e-05,3187500,2628999.7780914395
3,23983,61.0,86,48.549587207605384,2.8582108828011156e-05,2062538,1996164.7493421054
1,24100,22.0,36,33.60459802904564,3.7647979812829715e-05,867600,1418871.6024444446
4,29722,64.0,33,43.29511388870197,6.970686108430888e-06,980826,2628999.7780914395
4,26048,78.0,33,67.40588528869779,6.971226887520906e-06,859584,2628999.7780914395
2,39497,9.0,61,43.04269628073018,1.663473269541859e-05,2409317,1334609.24919344
2,27574,73.0,34,43.930849713498226,6.96743734311141e-06,937516,2628999.7780914395
1,24982,99.0,51,13.419462012649108,6.979969872779608e-06,1274082,2274415.943082143
5,43661,4.0,18,90.15875724330638,2.0975904130185245e-05,785898,2578887.625
3,48798,91.0,29,50.66499139308988,6.973122032365761e-06,1415142,2628999.7780914395
1,41615,69.0,50,45.65676438784092,6.973661270851083e-06,2080750,2274415.943082143
3,28841,55.0,28,50.59463090738879,2.2902964450206355e-05,807548,2247036.2352941176
2,42975,92.0,92,22.32349040139616,4.478022665299077e-05,3953700,1996164.7493421054
2,30659,88.0,28,85.42641638670537,2.132421260297237e-05,858452,2628999.7780914395
2,34759,81.0,37,46.983669697056875,6.974442785114218e-06,1286083,2247036.2352941176
1,21603,16.0,51,270.0458269684766,2.2265075936782196e-05,1101753,5155351.229166667
1,42900,53.0,37,10.169055944055945,6.968441441596323e-06,1587300,1418871.6024444446
2,25840,92.0,60,12.1334401625387,6.985019981644784e-06,1550400,1334609.24919344
5,48237,89.0,15,41.07044903290006,9.65112958471245e-06,723555,2628999.7780914395
1,50546,94.0,45,22.852065445336923,1.0518747394662103e-05,2274570,1996164.7493421054
2,40657,57.0,19,69.52869124627985,8.348580104626105e-06,772483,2628999.7780914395
7,33548,94.0,46,41.84511744366281,6.973828553518257e-06,1543208,2628999.7780914395
3,21282,69.0,60,58.54354618926793,4.994687676513109e-05,1276920,2628999.7780914395
3,20590,100.0,31,19.892103268576978,6.9827900006651305e-06,638290,2628999.7780914395
1,21936,100.0,39,5.157275711159738,2.3777954565544064e-05,855504,1334609.24919344
2,66484,69.0,28,45.82370194332471,6.971836602995592e-06,1861552,2628999.7780914395
3,25151,85.0,57,53.949137211244086,4.57300867305549e-05,1433607,2628999.7780914395
6,35770,56.0,88,73.83226866088901,4.253723593730018e-05,3147760,3010660.921875
2,21315,34.0,43,131.19516772226132,3.9571953476313506e-05,916545,2628999.7780914395
4,41298,69.0,32,53.0403409366071,1.1098125507884189e-05,1321536,2628999.7780914395
3,34030,50.0,37,51.38495077872466,1.2729966654607227e-05,1259110,2628999.7780914395
1,41308,7.0,64,39.761583712598046,2.348290366073323e-05,2643712,1418871.6024444446
1,38255,12.0,59,25.758771729185728,3.430072846552634e-05,2257045,1334609.24919344
3,48924,71.0,27,46.65504149292781,2.5953415065707726e-05,1320948,2628999.7780914395
4,32297,88.0,57,49.60474270056042,6.972167118226841e-06,1840929,2628999.7780914395
3,35224,73.0,16,56.636604303883715,6.972543791748012e-06,563584,2628999.7780914395
2,24224,52.0,59,39.96145609725892,2.7612885780932736e-05,1429216,997971.7780206897
1,23706,78.0,53,16.905884851936218,3.273690727983864e-05,1256418,997971.7780206897
1,67450,97.0,57,42.14706449221646,1.9649506414318602e-05,3844650,5155351.229166667
2,37616,100.0,37,32.8077280944279,4.908048040042282e-05,1391792,2628999.7780914395
2,20671,98.0,76,30.88902931643365,3.877795412228172e-05,1570996,2628999.7780914395
1,21600,57.0,89,23.140212675925923,2.8729848948469664e-05,1922400,1334609.24919344
1,35844,14.0,39,24.16377566677826,6.973578191750598e-06,1397916,997971.7780206897
3,31774,85.0,100,51.587343425442185,1.1512160749297077e-05,3177400,2628999.7780914395
1,26094,19.0,63,27.20896805779106,6.971921203557828e-06,1643922,1334609.24919344
2,23687,68.0,33,45.78687676784734,6.970608879458487e-06,781671,2628999.7780914395
2,24221,20.0,33,59.269342719128026,6.972875271387475e-06,799293,2628999.7780914395
2,57836,37.0,116,93.04075316411924,6.9706872473218785e-06,6708976,2628999.7780914395
2,32027,54.0,116,124.87917226090487,3.210647116915273e-05,3715132,2628999.7780914395
3,34425,84.0,102,58.631394335511985,2.4806952783926462e-05,3511350,2628999.7780914395
2,52609,67.0,45,34.25158718090061,2.5811045223853654e-05,2367405,1996164.7493421054
3,28304,5.0,32,69.30403829847371,6.968866702709013e-06,905728,2247036.2352941176
1,29619,50.0,26,43.22440831898444,3.3157230297272735e-05,770094,1418871.6024444446
2,21592,47.0,94,66.31085587254539,3.788280913880865e-05,2029648,1996164.7493421054
2,23923,69.0,85,33.67652468335911,2.4216666552885986e-05,2033455,1996164.7493421054
3,25200,47.0,109,69.38270833333333,2.1207424829244627e-05,2746800,2628999.7780914395
2,28296,80.0,53,46.94872950240317,6.970470534989259e-06,1499688,2628999.7780914395
3,31357,55.0,17,62.66784529770067,1.143976329155271e-05,533069,2628999.7780914395
1,38412,62.0,92,42.39664688118297,4.117184717599813e-05,3533904,1334609.24919344
1,24291,98.0,63,26.9821075707052,2.9919637699277508e-05,1530333,2628999.7780914395
1,36544,5.0,50,34.74846075963222,6.969339434589698e-06,1827200,1334609.24919344
1,21349,70.0,69,30.903643027776475,2.5827500262878935e-05,1473081,1418871.6024444446
1,38630,33.0,80,10.791757540771421,6.980332358033142e-06,3090400,1334609.24919344
1,22803,78.0,31,33.50850765250186,2.813788085112509e-05,706893,1334609.24919344
1,41550,94.0,65,15.466791516245488,6.971187347450572e-06,2700750,1504418.3375
2,64493,85.0,16,30.852400648132356,1.435848763713232e-05,1031888,1996164.7493421054
2,42252,49.0,104,52.15749550317145,4.644338297504014e-05,4394208,1996164.7493421054
3,22895,96.0,35,19.23647903472374,2.9335688286741593e-05,801325,997971.7780206897
2,36740,100.0,14,34.49817977681002,6.974561883210606e-06,514360,2274415.943082143
1,41428,90.0,55,33.90707371825818,3.151557563177535e-05,2278540,1996164.7493421054
1,52325,67.0,79,15.46045269947444,2.2287650217394984e-05,4133675,1334609.24919344
1,25880,100.0,72,6.296754250386399,6.995581737849779e-06,1863360,2274415.943082143
1,45842,99.0,56,17.873448475197417,1.531693312892449e-05,2567152,1334609.24919344
1,20520,20.0,50,56.91460769980507,3.497767657893492e-05,1026000,1334609.24919344
1,22972,12.0,71,21.56890997736375,6.962930970107835e-06,1631012,1334609.24919344
1,24990,80.0,63,20.952944929971988,1.661528996834653e-05,1574370,1334609.24919344
1,24354,10.0,50,30.21712295721442,2.3494790660345107e-05,1217700,1418871.6024444446
1,33600,58.0,57,25.220814732142856,1.8113817612442482e-05,1915200,1418871.6024444446
1,25520,100.0,59,63.11891653605016,3.66278819818602e-05,1505680,1504418.3375
1,41526,79.0,46,43.70628040263931,3.0876934698368604e-05,1910196,1996164.7493421054
2,24291,87.0,42,37.89183751183566,6.974996078601795e-06,1020222,2628999.7780914395
2,20738,44.0,58,25.40036707975697,6.967214816722027e-06,1202804,2274415.943082143
2,21329,1.0,30,124.44634066294716,6.969780538564361e-06,639870,2247036.2352941176
1,23143,75.0,33,49.25811800544441,3.409707072872401e-05,763719,2628999.7780914395
1,28800,73.0,54,73.185546875,2.852339142270022e-05,1555200,2628999.7780914395
1,39600,85.0,64,10.228545613636363,6.962096460437497e-06,2534400,1334609.24919344
1,39600,91.0,64,11.828204704545454,1.9748208998792016e-05,2534400,1334609.24919344
1,41248,37.0,79,26.869445185221103,1.4887519713275392e-05,3258592,1418871.6024444446
2,35864,75.0,68,34.24362870845416,3.553417497649851e-05,2438752,997971.7780206897
1,20484,69.0,62,40.15996021284905,4.665486416921931e-05,1270008,997971.7780206897
4,27642,4.0,32,66.90294660299544,6.970087159885499e-06,884544,2247036.2352941176
2,34110,31.0,56,75.16814717091762,6.969618197918827e-06,1910160,2628999.7780914395
1,43390,87.0,46,12.301055830836598,6.969648888714544e-06,1995940,1334609.24919344
1,35400,84.0,57,11.863804731638417,2.21201700860118e-05,2017800,1334609.24919344
1,28144,19.0,50,30.510979249573623,9.572598611158017e-06,1407200,1418871.6024444446
3,71283,41.0,100,34.948560666638606,1.7328732007065163e-05,7128300,1334609.24919344
2,47368,99.0,37,22.011751076676237,6.972600294369373e-06,1752616,2628999.7780914395
5,49825,84.0,32,52.22706974410436,1.6124732259215832e-05,1594400,2628999.7780914395
1,36071,97.0,48,42.13778728064096,3.339578869959473e-05,1731408,2274415.943082143
3,51672,97.0,27,27.80055687799969,1.4131467724345534e-05,1395144,1996164.7493421054
2,27270,36.0,26,77.33266409974331,6.970584961294878e-06,709020,2247036.2352941176
2,36000,95.0,109,29.06076736111111,1.7243560876568386e-05,3924000,2628999.7780914395
1,36000,59.0,103,32.28230902777778,2.2819515978017284e-05,3708000,2843841.6666666665
2,43200,38.0,101,44.67248842592593,2.5483826087136755e-05,4363200,1334609.24919344
4,40970,71.0,103,71.08749694898707,1.608608683104862e-05,4219910,2628999.7780914395
1,43794,88.0,41,26.591262501712563,2.0179680735983012e-05,1795554,2274415.943082143
1,48280,18.0,48,55.961759527754765,2.908024966377002e-05,2317440,1334609.24919344
1,64314,86.0,68,45.656252915383895,3.6797556819318633e-05,4373352,1996164.7493421054
2,20385,65.0,66,39.7003587196468,4.206146593136329e-05,1345410,997971.7780206897
1,24295,53.0,70,8.895451739040954,6.987020799111584e-06,1700650,997971.7780206897
2,20317,83.0,49,30.565256312447705,6.972688658883651e-06,995533,2628999.7780914395
1,32000,3.0,50,68.317140625,1.9106661784412175e-05,1600000,1334609.24919344
1,36000,44.0,43,76.99501388888889,4.488025108407994e-05,1548000,1334609.24919344
1,48020,71.0,37,49.42874323198667,2.4916073089535133e-05,1776740,1334609.24919344
1,27420,55.0,37,42.900884390955504,3.319612128188034e-05,1014540,1334609.24919344
2,43645,71.0,67,47.06051953259251,4.1456576700661425e-05,2924215,1996164.7493421054
1,26853,68.0,64,52.100798793430904,1.5338840234292565e-05,1718592,2274415.943082143
1,29394,60.0,24,50.57772844798258,1.767022430994394e-05,705456,1334609.24919344
2,20400,69.0,90,21.497892156862743,2.7750098618879644e-05,1836000,1334609.24919344
1,20460,16.0,90,44.16138196480939,6.972560070887694e-06,1841400,2628999.7780914395
2,21870,45.0,61,49.12438843164152,6.971654847702734e-06,1334070,1504418.3375
1,43615,89.0,46,71.85256219190646,3.393589896387813e-05,2006290,2247036.2352941176
3,36879,26.0,46,31.02761734320345,6.973893779208096e-06,1696434,2628999.7780914395
2,36600,80.0,34,8.426240609289616,6.971456444543601e-06,1244400,1334609.24919344
1,36701,87.0,57,42.63894035584862,3.066026771500329e-05,2091957,1996164.7493421054
1,48890,49.0,75,42.95799754551033,2.933030951809016e-05,3666750,1334609.24919344
3,43473,3.0,16,101.60121224668185,6.970937484682446e-06,695568,2628999.7780914395
1,40265,19.0,26,92.89392151993046,9.485683081804324e-06,1046890,2274415.943082143
1,26208,79.0,11,61.389051053113555,2.337644861648686e-05,288288,2274415.943082143
5,32250,92.0,106,24.68348449612403,1.4371094252363135e-05,3418500,2628999.7780914395
1,51000,95.0,63,25.45176225490196,1.0916459711994595e-05,3213000,2274415.943082143
2,20150,80.0,96,28.594249379652606,6.977057499761898e-06,1934400,2628999.7780914395
7,36000,40.0,107,46.73485763888889,6.971955191368803e-06,3852000,2628999.7780914395
1,22580,90.0,89,41.12421944198406,1.0392157205877385e-05,2009620,2628999.7780914395
1,20000,18.0,90,37.17640625,4.508235650130922e-05,1800000,1334609.24919344
1,37247,69.0,52,46.9472574972481,3.3374422302532044e-05,1936844,2274415.943082143
1,25384,11.0,23,119.2825204853451,2.5506400131445646e-05,583832,2274415.943082143
2,52110,34.0,116,11.256748944540396,4.287498054164184e-05,6044760,1334609.24919344
1,26310,96.0,93,29.323933390345875,1.942936291634219e-05,2446830,2628999.7780914395
3,29874,95.0,54,42.64744426591685,4.259645276803359e-05,1613196,1996164.7493421054
1,20140,35.0,51,49.29467167328699,4.742168808190767e-05,1027140,997971.7780206897
2,39953,93.0,45,37.758413010287086,1.8593867752358518e-05,1797885,2628999.7780914395
2,21200,15.0,18,79.0767216981132,6.97316583816827e-06,381600,2274415.943082143
1,30630,27.0,36,197.79608227228206,6.972029682624098e-06,1102680,5155351.229166667
2,23421,25.0,36,80.97973506682038,6.970271095170234e-06,843156,2274415.943082143
2,24120,66.0,88,37.025422367330016,3.531704543633354e-05,2122560,997971.7780206897
3,35736,88.0,87,32.13012788224759,4.4547900859800615e-05,3109032,997971.7780206897
1,51050,10.0,75,23.627144955925562,2.300678824614279e-05,3828750,1334609.24919344
2,21900,40.0,62,59.46086187214612,3.27601239562918e-05,1357800,2274415.943082143
1,16300,100.0,64,9.212748276073619,1.0654747775686388e-05,1043200,1418871.6024444446
1,33462,1.0,52,41.43342821708206,6.974670747486175e-06,1740024,1334609.24919344
1,23903,65.0,86,17.377090482366228,3.4596111980885934e-05,2055658,1334609.24919344
4,46100,75.0,93,47.22483188720174,3.591533049258181e-05,4287300,1996164.7493421054
2,21936,96.0,65,27.7514302972283,4.727678995852809e-05,1425840,997971.7780206897
2,23250,55.0,49,38.89187096774194,6.967207675872228e-06,1139250,2628999.7780914395
1,30000,32.0,56,93.16123333333333,4.31939322400555e-05,1680000,1334609.24919344
1,51410,87.0,54,38.2981375218829,3.2906578001579304e-05,2776140,1996164.7493421054
4,23022,78.0,36,44.61953240378768,1.4251908072759204e-05,828792,2628999.7780914395
1,31569,12.0,54,97.05849092464126,4.098837498668016e-05,1704726,1334609.24919344
1,22509,57.0,60,7.899631120884979,6.973626317218117e-06,1350540,1334609.24919344
1,39984,75.0,60,26.839645233093236,3.4310004448326556e-05,2399040,1334609.24919344
2,73769,92.0,91,34.650476487413414,3.710686189401091e-05,6712979,1996164.7493421054
1,26440,91.0,110,27.22788152420575,3.879677558234014e-05,2908400,997971.7780206897
1,43578,83.0,55,32.97016556519345,1.7142572278466575e-05,2396790,1996164.7493421054
3,23355,77.0,67,35.99012524084778,6.971630905085142e-06,1564785,2628999.7780914395
4,30840,30.0,51,114.87381647211414,2.8568537321092037e-05,1572840,2628999.7780914395
1,21850,100.0,116,14.544366421052631,4.1190152313892385e-05,2534600,997971.7780206897
4,45500,77.0,102,61.52956043956044,4.35777317790609e-05,4641000,3010660.921875
1,23050,27.0,78,20.246103579175706,6.964195863723008e-06,1797900,1334609.24919344
1,46059,82.0,86,34.361490153933,1.3054006449759649e-05,3961074,2274415.943082143
2,23595,72.0,46,34.643340750158934,7.988650733100922e-06,1085370,2247036.2352941176
3,28142,96.0,116,30.100839048397415,4.023148153271851e-05,3264472,2628999.7780914395
4,39030,99.0,114,18.276373943120678,1.9191762542242643e-05,4449420,2628999.7780914395
2,36940,100.0,100,9.11600991608013,6.978565872124861e-06,3694000,2274415.943082143
1,30240,78.0,96,41.819671792328045,1.4383689260122675e-05,2903040,2274415.943082143
3,35202,2.0,37,102.43041588546106,6.972186550086383e-06,1302474,2628999.7780914395
2,24600,69.0,106,13.45770325203252,1.709662462487861e-05,2607600,997971.7780206897
3,27544,94.0,99,37.45525341272146,1.6875592184497426e-05,2726856,2628999.7780914395
2,21562,20.0,60,40.20063073926352,4.300847017671774e-05,1293720,997971.7780206897
3,38297,85.0,91,48.18003042013735,3.7492874057368624e-05,3485027,1996164.7493421054
1,24200,73.0,48,34.15242510330579,2.7078410555982352e-05,1161600,997971.7780206897
2,23222,62.0,78,52.530493712858494,4.513621149094084e-05,1811316,1996164.7493421054
3,60000,52.0,112,60.423458333333336,3.354933204060509e-05,6720000,1996164.7493421054
3,30408,61.0,36,47.374186069455405,6.969539675440893e-06,1094688,1378786.5625
3,30109,89.0,96,48.68297685077552,2.3216058581149523e-05,2890464,2628999.7780914395
2,39929,82.0,52,45.42357684890681,2.601286418285533e-05,2076308,1996164.7493421054
2,25481,92.0,56,35.99153535967976,4.207827592469608e-05,1426936,2628999.7780914395
2,27788,73.0,104,76.28495213761336,1.6977966736346777e-05,2889952,2628999.7780914395
4,33120,73.0,26,58.69261020531401,3.0104440855152346e-05,861120,3010660.921875
2,22324,53.0,75,26.37771568715284,3.792097772609565e-05,1674300,1334609.24919344
3,27600,84.0,94,38.846064311594205,1.1724090732990013e-05,2594400,2628999.7780914395
2,52901,75.0,45,42.349709835352826,2.6870897389773526e-05,2380545,1996164.7493421054
1,22583,95.0,62,87.73679316299872,3.579359631768079e-05,1400146,2578887.625
3,20660,92.0,35,34.858213334946754,6.970569737330498e-06,723100,2628999.7780914395
1,29400,69.0,44,7.738418367346939,6.988719152387044e-06,1293600,1334609.24919344
3,22452,85.0,24,55.413771601639056,3.366153598842584e-05,538848,3010660.921875
2,25767,22.0,104,61.37124034617922,6.968717131582438e-06,2679768,1378786.5625
4,33910,75.0,63,53.75506487761722,2.0961862001440887e-05,2136330,2274415.943082143
2,78716,38.0,37,52.13426431729255,1.172815225008183e-05,2912492,1334609.24919344
2,33300,92.0,106,47.889898648648646,4.339282681143693e-05,3529800,1996164.7493421054
1,20962,58.0,59,52.49974954679897,6.9695608745026974e-06,1236758,2628999.7780914395
2,19193,17.0,40,60.42865237326109,6.975297724610892e-06,767720,1378786.5625
4,22840,64.0,116,38.589587894045536,6.9662993215445635e-06,2649440,2628999.7780914395
1,20880,94.0,116,32.72385057471264,6.966458551035163e-06,2422080,2628999.7780914395
2,25880,8.0,6,75.0281588098918,1.0202248898050255e-05,155280,2247036.2352941176
3,46485,83.0,66,33.2364364848876,3.0440213185052453e-05,3068010,997971.7780206897
4,56896,96.0,51,24.64230350112486,2.029886983224903e-05,2901696,2628999.7780914395
2,27500,60.0,38,20.986295454545456,2.5627113798290443e-05,1045000,997971.7780206897
2,36630,90.0,86,14.795067226317226,6.974899242805953e-06,3150180,2628999.7780914395
5,41920,95.0,110,26.326210639312976,6.968137534180912e-06,4611200,2628999.7780914395
5,36879,92.0,111,41.69229778464709,1.7521150659620268e-05,4093569,2628999.7780914395
4,43484,18.0,110,36.03718034219483,6.968548839588249e-06,4783240,1334609.24919344
2,26510,91.0,46,37.23363589211618,1.132652344684699e-05,1219460,2628999.7780914395
1,40028,80.0,78,23.54389895822924,7.173059273304634e-06,3122184,1334609.24919344
3,26282,23.0,9,83.25284415189103,6.969672214030636e-06,236538,2628999.7780914395
1,21624,90.0,62,30.830905475397707,3.1439017530702166e-05,1340688,997971.7780206897
1,42239,83.0,46,50.79673997963967,3.387858008248029e-05,1942994,1996164.7493421054
3,51360,89.0,91,27.31882301401869,2.1538103538624173e-05,4673760,1996164.7493421054
5,40552,99.0,106,29.596095753600316,4.4368312401245355e-05,4298512,3010660.921875
2,24550,100.0,99,39.805715376782075,6.886810523491616e-06,2430450,2274415.943082143
2,61052,80.0,16,38.7690739042128,2.0186490556647335e-05,976832,1996164.7493421054
3,22124,82.0,87,28.823223648526486,6.9783670621074674e-06,1924788,2395087.953125
3,27487,82.0,90,58.00941808855095,4.136080173477049e-05,2473830,2395087.953125
4,23616,55.0,90,70.13974635840108,3.2389123472741896e-05,2125440,2395087.953125
3,33448,78.0,40,29.856299330303756,6.969523854346965e-06,1337920,2395087.953125
2,22344,40.0,91,68.14342776584319,3.6273557000564985e-05,2033304,1996164.7493421054
2,32928,9.0,17,171.65424562682216,6.9706988267110806e-06,559776,2843841.6666666665
