NumberofFloors,PropertyGFABuilding(s)_log,LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,Longitude,NumberOfPropertyUseTypes,BuildingAge,Age_x_Size_log,Floor_density,size_x_type_mean,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility,SiteEnergyUse(kBtu)
2,10.583979998637826,Non-Refrigerated Warehouse,25547.0,47.64913,-122.37929,2,61,14.694853862811136,19748.5,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1700057.375
2,10.224628578731574,Office,27574.0,47.70793,-122.33316,1,34,13.750989103347736,13787.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1211349.25
1,10.125910844525855,Retail Store,24982.0,47.70747,-122.32249,1,51,14.057736477250181,24982.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,335245.0
5,10.684210534101828,Senior Care Community,43661.0,47.71069,-122.32674,2,18,13.574582291997993,8732.2,49669.4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3936421.5
3,10.79544460739483,Office,76105.0,47.70842,-122.3332,1,29,14.162740437381304,16266.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2472350.25
2,10.373772392238497,Non-Refrigerated Warehouse,17500.0,47.70983,-122.31865,3,64,14.532655475598169,16004.5,42790.2891566265,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1998725.25
1,10.636215958180195,Retail Store,41615.0,47.70708,-122.32251,1,50,14.548238963608341,41615.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1900006.25
3,10.269553264861555,Medical Office,28841.0,47.70676,-122.32264,1,28,13.601757775036758,9613.666666666666,31194.944444444445,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1459199.75
2,10.66837383025105,K-12 School,21405.0,47.51698,-122.35946,1,92,15.19016240730009,21487.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,959352.0
2,10.330681536107859,Office,27262.0,47.53309,-122.33977,3,28,13.662886046283063,15329.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2619088.5
2,10.208911306464065,Other,27144.0,47.63132,-122.34136,1,96,14.773259497931903,13572.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1012024.313
2,10.456193810265846,Medical Office,44667.0,47.70558,-122.33486,2,37,14.06711172291007,17379.5,31194.944444444445,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1633105.375
2,10.708153746219391,Worship Facility,45909.0,47.71745,-122.33221,3,51,14.639979378943718,22359.5,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1614026.25
1,10.666627104916108,Distribution Center,43050.0,47.53158,-122.33568,1,37,14.277545017560334,42900.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,436252.5
2,10.159678957896539,Non-Refrigerated Warehouse,25840.0,47.59783,-122.31554,1,60,14.254023520118638,12920.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,313528.0938
1,10.717634810741579,Office,43813.0,47.59721,-122.31838,1,28,14.049839320916783,45145.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1268459.0
5,10.78388164041252,Office,44417.0,47.59728,-122.31587,2,15,13.491931841514731,9647.4,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1981115.25
1,10.830639091743029,K-12 School,53234.0,47.55813,-122.3189,1,45,14.637301581513348,50546.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1155080.5
2,9.907877900837422,Retail Store,16080.0,47.72286,-122.34612,3,37,13.518795813481645,10044.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,326778.6875
2,10.612926301872958,Office,40657.0,47.56999,-122.34703,2,19,13.5573652810394,20328.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2826828.0
1,9.913437883389296,Non-Refrigerated Warehouse,18700.0,47.57279,-122.35066,2,116,14.667028074495661,20200.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,269016.6875
3,9.965616924001678,Office,19658.0,47.60819,-122.32282,1,60,14.059961486223777,7094.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1245923.75
2,10.62186378714185,Other,41022.0,47.54563,-122.27616,1,95,15.17574067874239,20511.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3787648.25
2,10.243845088739151,Other,28109.0,47.57058,-122.35626,1,50,14.155868094167298,14054.5,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3612526.75
3,9.932560800021836,Office,20590.0,47.72986,-122.29278,2,31,13.366548004506981,6863.333333333333,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,409578.4063
1,9.995884401802096,Non-Refrigerated Warehouse,21936.0,47.72051,-122.30103,1,39,13.659446047931741,21936.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,113130.0
1,10.314271822121892,Other,30139.0,47.72083,-122.29979,1,47,14.164419423831951,30160.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1045838.5
1,10.601348605322293,Other - Utility,28347.0,47.56319,-122.35067,3,19,13.545787584488734,40189.0,40189.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1509292.0
2,11.104716596191,Office,49334.0,47.56877,-122.36369,3,28,14.436921106366205,33242.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3046543.0
3,10.132652936168832,Office,24155.0,47.60789,-122.32249,1,57,14.175704204003383,8383.666666666666,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1356874.75
6,10.484864832253063,Hotel,35770.0,47.60958,-122.32646,1,88,14.96220164673127,5961.666666666667,46808.19047619047,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2640980.25
2,10.063563500382763,Office,20695.0,47.59727,-122.32196,3,27,13.359400366387092,11736.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1625308.625
2,9.96716632919931,Office,20424.0,47.5956,-122.32292,1,43,13.728366444892874,10657.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2796425.0
4,10.62856935162642,Office,36867.0,47.62481,-122.35762,2,32,14.094305254426146,10324.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2190460.0
3,10.434997767494952,Office,34030.0,47.61833,-122.35871,1,37,14.045915680139176,11343.333333333334,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1748629.875
1,10.628811464791294,Distribution Center,41308.0,47.5746,-122.32637,1,64,14.787694548150967,41308.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1642471.5
3,10.462417390976265,Performing Arts,34976.0,47.62591,-122.35843,1,104,15.106808290117637,11658.666666666666,32501.333333333332,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,873711.125
1,10.552029549665953,Non-Refrigerated Warehouse,38255.0,47.65674,-122.37223,1,59,14.629566993571672,38255.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,985401.8125
3,10.798023352607254,Office,31325.0,47.65103,-122.35541,2,27,14.093860218611583,16308.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2282551.25
4,10.382729625640236,Office,50333.0,47.64168,-122.32562,1,57,14.425780893474787,8074.25,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1602084.375
4,10.478020101759832,Office,34160.0,47.6404,-122.32553,2,30,13.879217483421986,8881.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2520483.25
3,9.795679599901822,Office,17332.0,47.63995,-122.32557,2,47,13.645827201611882,5985.333333333333,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,666740.3125
3,10.46948294743559,Office,33705.0,47.64113,-122.32625,2,16,13.24207166967537,11741.333333333334,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1994967.75
2,10.095099156237175,Worship Facility,24224.0,47.52172,-122.35487,2,59,14.172636600142894,12112.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,968026.3125
1,10.073483459639446,Worship Facility,23706.0,47.51989,-122.35489,1,53,14.043775373191568,23706.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,400770.9063
1,10.370361288772935,Non-Refrigerated Warehouse,28000.0,47.5465,-122.31704,2,53,14.340653202325058,31900.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1964681.25
3,10.333320017092587,Worship Facility,28293.0,47.52097,-122.38688,2,64,14.492203100452258,10246.666666666666,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1686262.25
1,10.757264379021041,Non-Refrigerated Warehouse,46970.0,47.65649,-122.37507,1,68,14.976772084197147,46970.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,882896.5
2,10.535184770779852,Office,43016.0,47.63063,-122.37428,1,37,14.146102683424076,18808.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1234095.5
2,9.936487030799237,Office,20671.0,47.63128,-122.37387,1,76,14.267220371085568,10335.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,638507.125
1,9.980448593672257,Non-Refrigerated Warehouse,21600.0,47.58065,-122.33356,1,89,14.469084963404397,21600.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,499828.5938
1,10.48693146800411,Worship Facility,35844.0,47.50959,-122.37417,1,39,14.150493114133756,35844.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,866126.375
3,10.366403624279968,Office,19896.0,47.66116,-122.34172,3,100,14.97157381026806,10591.333333333334,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1639136.25
1,10.169460681825694,Non-Refrigerated Warehouse,26094.0,47.56121,-122.33872,1,63,14.312595408217225,26094.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,709990.8125
2,10.072681653422581,Office,23687.0,47.56121,-122.33872,1,33,13.569189214889063,11843.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1084553.75
2,10.094975304446326,Office,24221.0,47.56121,-122.33872,1,33,13.591482865912807,12110.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1435562.75
3,10.378478723292902,Office,35693.0,47.6032,-122.33663,2,110,15.07895908908532,10720.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2805826.0
3,10.603213048456196,Other - Lodging/Residential,43336.0,47.59549,-122.32538,2,24,13.781266878804141,13421.333333333334,41158.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3540225.75
3,10.446538323596856,Office,34425.0,47.58802,-122.32111,2,102,15.071511136881126,11475.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2018385.75
2,10.870642486751008,K-12 School,52609.0,47.55226,-122.29629,1,45,14.677304976521327,26304.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1801941.75
3,10.250758416399567,Medical Office,20106.0,47.57296,-122.38643,2,32,13.716494319199294,9434.666666666666,31194.944444444445,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1961581.5
1,10.296171326279559,Distribution Center,15000.0,47.52878,-122.32771,2,26,13.55426786430104,29619.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1280263.75
2,9.980078154697841,K-12 School,20700.0,47.59692,-122.30601,1,94,14.523372936967844,10796.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1431784.0
2,10.082595618260582,K-12 School,23923.0,47.69061,-122.31992,1,85,14.525246874750898,11961.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,805643.5
3,10.134599273499514,Office,16000.0,47.59976,-122.31441,2,109,14.825947155728658,8400.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1748444.25
2,10.250475730885316,Office,26899.0,47.59693,-122.31124,1,53,14.220767644437439,14148.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1328461.25
3,10.353192806623015,Office,25500.0,47.61744,-122.30514,3,17,13.186406150679232,10452.333333333334,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1965075.625
1,10.556125189757863,Non-Refrigerated Warehouse,32000.0,47.55716,-122.33744,2,92,15.077913766806903,38412.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1628540.0
1,10.161264387744689,Self-Storage Facility,25881.0,47.55662,-122.33728,1,86,14.615611683998196,25881.0,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,545426.375
1,10.097861190354225,Office,24023.0,47.55498,-122.32497,1,63,14.240995916745756,24291.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,655422.375
1,10.506272293015682,Non-Refrigerated Warehouse,36544.0,47.55458,-122.32639,1,50,14.418295298443828,36544.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1269847.75
1,9.942515939503606,Non-Refrigerated Warehouse,20796.0,47.58387,-122.32092,1,67,14.147208558894572,20796.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1324092.125
1,9.968760179152325,Distribution Center,13000.0,47.5822,-122.321,2,69,14.202866683749583,21349.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,659761.875
1,10.561784455660327,Non-Refrigerated Warehouse,38500.0,47.58082,-122.32031,1,80,14.943811090334208,38630.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,416885.5938
1,9.939047727934678,Non-Refrigerated Warehouse,19224.0,47.58032,-122.32083,2,66,14.128702469961105,20724.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1832031.5
1,10.141519716344089,Refrigerated Warehouse,23419.0,47.58118,-122.32211,2,61,14.2523935805174,25375.0,34953.666666666664,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4069301.5
1,10.03464738523415,Non-Refrigerated Warehouse,19373.0,47.5829,-122.32417,2,31,13.468634589719297,22803.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,764094.5
1,10.634652800283595,Refrigerated Warehouse,41550.0,47.58252,-122.32193,1,65,14.80904007017923,41550.0,34953.666666666664,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,642645.1875
2,11.074311969762586,K-12 School,64493.0,47.52361,-122.32469,1,16,13.846900692002366,32246.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1989763.875
2,10.651406968943053,K-12 School,42252.0,47.55095,-122.27978,1,104,15.295797868084426,21126.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2203758.5
1,10.047587896509885,Self-Storage Facility,23250.0,47.54514,-122.28596,1,61,14.158461760683196,23100.0,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,863703.0
3,10.038673825091196,Worship Facility,22895.0,47.5419,-122.28302,2,35,13.59402188658061,7631.666666666667,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,440419.1875
2,10.511621358769117,Retail Store,30000.0,47.53922,-122.28295,3,14,13.150678688384374,18370.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1267463.125
1,10.63171225970877,K-12 School,41428.0,47.49917,-122.26306,1,55,14.63904544494124,41428.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1404702.25
6,10.622473030602189,Self-Storage Facility,48179.0,47.69316,-122.30487,1,10,12.925058123596234,6841.166666666667,47629.375,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,797170.3125
1,10.8652295473142,Non-Refrigerated Warehouse,52325.0,47.59294,-122.32555,1,79,15.234677399781223,52325.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,808968.1875
1,10.161225748614838,Retail Store,25880.0,47.58698,-122.32397,1,72,14.437891867630892,25880.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,162960.0
1,10.732955980454312,Non-Refrigerated Warehouse,49802.0,47.58336,-122.32525,2,56,14.758307671189462,45842.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,819354.625
1,10.353447900530844,Other,31365.0,47.57936,-122.32322,1,44,14.137637534449105,31365.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,652991.6875
1,10.376611309118108,Other,32100.0,47.57959,-122.32557,1,106,15.040050403230174,32100.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,758008.875
1,9.929155299284705,Non-Refrigerated Warehouse,15400.0,47.57895,-122.32551,2,50,13.841178304712852,20520.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1167887.75
1,10.042031361984186,Non-Refrigerated Warehouse,22972.0,47.57833,-122.32563,1,71,14.304711239025503,22972.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,495481.0
1,10.126231023828998,Non-Refrigerated Warehouse,25649.0,47.57934,-122.32501,2,63,14.269365750220532,24990.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,523614.0938
2,10.085809109330082,Retail Store,22740.0,47.57667,-122.32542,2,65,14.26019637922572,12000.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1318947.25
1,10.100451386066952,Distribution Center,18470.0,47.56758,-122.32638,2,50,14.012474391495099,24354.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,735907.8125
1,10.422281345951296,Distribution Center,24000.0,47.56823,-122.32506,2,57,14.465332613785845,33600.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,847419.375
1,10.056036950996413,Non-Refrigerated Warehouse,19471.0,47.5668,-122.32499,2,49,13.94785724910704,23296.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1429855.75
1,10.147217737458726,Refrigerated Warehouse,25200.0,47.5668,-122.32149,1,59,14.224755181364445,25520.0,34953.666666666664,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1610794.75
1,10.144863872111397,Other,8223.0,47.58754,-122.3224,1,64,14.30374695547107,25460.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,834711.875
1,10.634075016069918,K-12 School,41526.0,47.53961,-122.35866,1,46,14.462716412559013,41526.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1814947.0
2,10.097861190354225,Office,24291.0,47.70008,-122.30321,1,42,13.835530808637593,12145.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,920430.625
2,9.939723045118223,Retail Store,20738.0,47.70053,-122.3038,1,58,14.000166055664643,10369.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,526752.8125
4,10.340063655669345,Office,11729.0,47.70175,-122.30269,2,16,13.112652377909127,7737.0,43853.04391891892,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,919746.3125
2,9.967822928041022,Medical Office,20575.0,47.7044,-122.32285,1,30,13.369020309703178,10664.5,31194.944444444445,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2654316.0
1,9.98759889515478,Non-Refrigerated Warehouse,17650.0,47.57254,-122.32549,2,38,13.625185054881166,21755.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,844076.8125
1,10.049447637979663,Office,15609.0,47.57013,-122.3244,2,33,13.545955199446142,23143.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1139980.625
1,10.268130666124037,Office,28800.0,47.57075,-122.32724,2,54,14.257114712688312,28800.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2107743.75
1,10.586584397242571,Non-Refrigerated Warehouse,39600.0,47.57294,-122.32811,1,64,14.745467480602244,39600.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,405050.4063
1,10.586584397242571,Non-Refrigerated Warehouse,39600.0,47.57199,-122.32811,1,64,14.745467480602244,39600.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,468396.9063
1,10.627357905738913,Distribution Center,41430.0,47.57747,-122.32844,1,79,14.996805758205936,41248.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1108310.875
1,10.502324053624832,Other,21400.0,47.57587,-122.32789,2,7,12.448234202680146,36400.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1567746.75
1,10.352395218487128,Other,31332.0,47.56398,-122.38727,1,96,14.916743409954966,31332.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3573328.25
2,10.487489285835276,Worship Facility,35864.0,47.57177,-122.38716,1,68,14.706996991011382,17932.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1228113.5
1,9.92739937258244,Worship Facility,20484.0,47.55464,-122.31576,1,62,14.054533757627533,20484.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,822636.625
4,10.227091634163973,Medical Office,21743.0,47.66169,-122.28558,1,32,13.692827536963698,6910.5,31194.944444444445,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1849331.25
4,10.716238332741906,Other/Specialty Hospital,45082.0,47.60775,-122.31198,1,43,14.477438448435468,11270.5,45082.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4262316.5
2,10.437345875412692,Office,34110.0,47.63567,-122.32522,1,56,14.46269756614784,17055.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2563985.5
1,10.075337809462788,Non-Refrigerated Warehouse,19430.0,47.57798,-122.32783,2,46,13.903979205951883,23750.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,522972.1875
1,10.677984278792396,Non-Refrigerated Warehouse,36430.0,47.57832,-122.32649,2,46,14.50662567528149,43390.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,533742.8125
1,10.474467099121865,Non-Refrigerated Warehouse,35400.0,47.58238,-122.32719,1,57,14.517518366956416,35400.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,419978.6875
1,10.245089466977339,Distribution Center,22201.0,47.58517,-122.32853,2,50,14.157112472405485,28144.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,858701.0
1,10.077104668699937,Non-Refrigerated Warehouse,22992.0,47.58661,-122.3281,2,27,13.372941534704266,23792.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2852102.75
2,10.765702174211611,Office,47368.0,47.58895,-122.32833,2,37,14.376620086855837,23684.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1042652.625
1,10.740367043985996,Non-Refrigerated Warehouse,18871.0,47.58874,-122.32662,3,85,15.183018300476313,46183.0,42790.2891566265,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1890502.5
5,10.816272145080996,Office,49825.0,47.60592,-122.31367,2,32,14.282008047880723,9965.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2602213.75
1,10.493244497383538,Retail Store,36071.0,47.56514,-122.28781,1,48,14.364445508291428,36071.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1519952.125
3,10.852671327712308,K-12 School,51672.0,47.56591,-122.28339,1,27,14.148508193716637,17224.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1436510.375
2,10.213542475839635,Medical Office,19987.0,47.56364,-122.28572,2,26,13.471639013861116,13635.0,31194.944444444445,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2108861.75
1,10.255024318618737,Fitness Center/Health Club/Gym,14081.0,47.56214,-122.28143,3,21,13.29954675634216,28425.0,32633.666666666668,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2133797.75
3,10.46638366859312,Automobile Dealership,35115.0,47.7139,-122.29794,1,7,12.412293817648434,11705.0,49994.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1922953.25
1,10.152610692809285,Non-Refrigerated Warehouse,18854.0,47.70117,-122.34284,2,47,14.002758294519344,25658.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1063960.125
2,10.491274217438248,Office,27600.0,47.61345,-122.3198,2,109,15.182622099667391,18000.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1046187.625
