NumberofFloors,PropertyGFABuilding(s)_log,LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,Longitude,NumberOfPropertyUseTypes,BuildingAge,Age_x_Size_log,Floor_density,size_x_type_mean,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility,SiteEnergyUse(kBtu)
3,10.746884958889959,Worship Facility,63922.0,47.67842,-122.31949,1,66,14.936539700916384,15495.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1544995.75
4,10.948980318873577,Office,40768.0,47.67819,-122.3231,2,51,14.880805951597901,14224.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1402048.5
2,10.221941283654663,Worship Facility,27500.0,47.67783,-122.32577,1,38,13.85952744338105,13750.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,577123.125
2,10.50862285577286,Office,22000.0,47.59856,-122.33248,2,86,14.962970152026367,18315.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,541943.3125
5,10.643518318994923,Office,41920.0,47.59971,-122.33065,1,110,15.34399868478734,8384.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1103594.75
5,10.515397562335451,Office,44000.0,47.60048,-122.33157,1,111,15.224927763647784,7375.8,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1537570.25
6,10.30293458831873,Other - Lodging/Residential,29820.0,47.60055,-122.33057,1,112,15.021433459613824,4970.0,41158.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1601955.625
4,10.68014833332389,Non-Refrigerated Warehouse,26416.0,47.59986,-122.32987,3,110,15.380628699116308,10871.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1567040.75
3,10.020381304007627,Office,10800.0,47.599,-122.32717,3,116,14.773971495113992,7493.333333333333,43853.04391891892,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,981009.125
2,10.18527729928307,Office,30800.0,47.5962,-122.32548,1,46,14.013918695772166,13255.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,987063.6875
1,10.597334488210347,Non-Refrigerated Warehouse,33222.0,47.65429,-122.32618,3,78,14.954043314899938,40028.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,942415.1875
3,10.176639573203584,Office,26282.0,47.65373,-122.32721,2,9,12.373864150539802,8760.666666666666,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2188051.25
1,9.981559087956283,Worship Facility,21624.0,47.71705,-122.28577,1,62,14.108693473001376,21624.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,666687.5
1,10.65109924385748,K-12 School,48799.0,47.6763,-122.3285,1,46,14.479740640346575,42239.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2145603.5
3,10.846614938363842,K-12 School,51026.0,47.66828,-122.3266,1,91,15.357474444880692,17120.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1403094.75
3,9.934016757570951,Multifamily Housing,10060.0,47.59769,-122.32537,3,107,14.606845592032856,6873.333333333333,43760.875,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,747456.875
5,10.610340380152186,Hotel,40552.0,47.59983,-122.32598,1,106,15.273779474264252,8110.4,46808.19047619047,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1200180.875
3,10.355581761238296,Office,23059.0,47.60105,-122.32542,3,107,15.028410595700201,10477.333333333334,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1439572.375
2,10.108467133222666,Retail Store,13500.0,47.59935,-122.32468,2,99,14.703586983357257,12275.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,977230.3125
2,11.019481239035013,K-12 School,61052.0,47.65753,-122.32405,1,16,13.792069961274795,30526.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2366929.5
3,9.93721242193775,Other - Lodging/Residential,20686.0,47.66192,-122.30998,1,92,14.45900099898679,6895.333333333333,41158.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1207504.0
3,10.004418271114568,Residence Hall/Dormitory,22124.0,47.6617,-122.31007,1,87,14.470326389769152,7374.666666666667,31337.166666666668,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,637685.0
3,10.221468444611173,Residence Hall/Dormitory,27487.0,47.66289,-122.30863,1,90,14.721278114941438,9162.333333333334,31337.166666666668,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1594504.875
4,10.0696797274002,Residence Hall/Dormitory,23616.0,47.66164,-122.30874,1,90,14.569489397730464,5904.0,31337.166666666668,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1656420.25
3,10.417747273036401,Residence Hall/Dormitory,33448.0,47.66238,-122.30801,1,40,14.106626727150337,11149.333333333334,31337.166666666668,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,998633.5
3,9.951896691743816,Performing Arts,24600.0,47.60133,-122.31088,3,103,14.586625679973451,6997.333333333333,32501.333333333332,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2473302.0
2,10.014313107625012,K-12 School,22344.0,47.6032,-122.30596,1,91,14.525172614141862,11172.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1522596.75
3,10.370361288772935,College/University,26000.0,47.62531,-122.32303,1,95,14.924238180373477,10633.333333333334,49086.545454545456,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2466100.0
2,10.914051563182127,K-12 School,57247.0,47.6622,-122.27796,1,88,15.391388377660334,27471.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2155390.25
1,10.70270499682314,Non-Refrigerated Warehouse,41256.0,47.54761,-122.32759,1,56,14.72805668755829,44476.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1368120.5
1,10.463588936836263,Office,19785.0,47.54494,-122.32543,3,47,14.313736538546323,35017.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1295485.25
3,10.277943473769948,Residence Hall/Dormitory,26000.0,47.66281,-122.30819,1,66,14.467598215796373,9694.666666666666,31337.166666666668,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1632498.625
2,10.0411603576612,Worship Facility,22962.0,47.58671,-122.30201,2,53,14.011452271213322,11476.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,470666.6875
1,9.954180666851647,Non-Refrigerated Warehouse,21040.0,47.54443,-122.32688,1,40,13.643060120965583,21040.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,592088.125
2,10.241101993736118,Non-Refrigerated Warehouse,30000.0,47.54491,-122.32758,1,65,14.415489263631756,14016.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1321065.0
1,10.151128575450725,Distribution Center,25620.0,47.54333,-122.32792,1,42,13.888798193734093,25620.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,550324.1875
3,10.411449078687468,Non-Refrigerated Warehouse,33238.0,47.59775,-122.32219,1,24,13.589502909035414,11079.333333333334,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1632472.0
4,10.232791299678729,K-12 School,11093.0,47.60745,-122.32542,1,104,14.877182198820101,6950.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1181428.75
2,10.534759329377986,Non-Refrigerated Warehouse,18400.0,47.65532,-122.37133,3,55,14.542092514610458,18800.0,42790.2891566265,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2171751.5
1,10.64846788173609,K-12 School,42128.0,47.70597,-122.36113,1,62,14.775602266781183,42128.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1709307.5
2,10.708913760562126,K-12 School,46545.0,47.68644,-122.38905,1,84,15.13973055940544,22376.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1638691.625
3,10.425490476892245,Other,33708.0,47.61314,-122.32262,1,104,15.069881376033617,11236.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,786324.0
2,10.95602099807971,K-12 School,60882.0,47.67363,-122.39152,1,27,14.25185786408404,28649.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1586388.75
3,10.180096038519288,Worship Facility,26373.0,47.66295,-122.31494,1,78,14.53680486520888,8791.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,964236.0
3,10.044987114809828,Distribution Center,23040.0,47.63319,-122.36294,1,95,14.598864006410368,7680.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,421430.0
1,10.086808609663166,Non-Refrigerated Warehouse,14314.0,47.53104,-122.32784,2,39,13.750370255792813,24024.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,375773.5938
1,10.655375228118674,Non-Refrigerated Warehouse,27420.0,47.53326,-122.32579,3,63,14.798509954510207,42420.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,965425.1875
1,10.518186586766932,Distribution Center,34382.0,47.53379,-122.33063,2,37,14.129104499411156,36982.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,374753.8125
2,10.060491301345794,Non-Refrigerated Warehouse,20002.0,47.53651,-122.32954,3,52,14.01173501992722,11700.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,439266.9063
2,10.332669187261608,Other,28120.0,47.62518,-122.35317,3,68,14.552176892437716,15360.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1683064.25
1,10.053285917624523,Non-Refrigerated Warehouse,23232.0,47.56626,-122.3244,1,44,13.837475551542784,23232.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,127374.0
1,10.464416763268364,Non-Refrigerated Warehouse,32546.0,47.56501,-122.3248,1,42,14.202086381551732,35046.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1063269.125
1,10.149448789130783,Refrigerated Warehouse,13349.0,47.56477,-122.32628,3,55,14.156781974363254,25577.0,34953.666666666664,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,895784.6875
1,10.677753784380865,Non-Refrigerated Warehouse,42844.0,47.56448,-122.32484,1,42,14.415423402664233,43380.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,405062.0
3,9.92378025580389,Office,20410.0,47.65576,-122.34208,1,21,12.968302693527313,6803.333333333333,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2720238.25
3,9.819888528659815,Office,18396.0,47.70349,-122.33424,2,33,13.316396090126295,6132.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,624125.625
1,10.718276979078178,K-12 School,45174.0,47.71487,-122.32959,1,60,14.812621541300278,45174.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1980825.25
1,10.12482948190371,Worship Facility,24955.0,47.71479,-122.32824,1,14,12.763886811518969,24955.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,689803.0
2,11.244719169019104,Worship Facility,45442.0,47.71856,-122.32084,2,55,15.252052354251575,38237.5,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1765813.625
2,10.403080323368991,K-12 School,32961.0,47.71923,-122.32171,1,28,13.735284833544194,16480.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1573155.0
3,10.134599273499514,Other - Lodging/Residential,25200.0,47.61796,-122.30847,1,105,14.788559623657038,8400.0,41158.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1242666.25
3,10.085809109330082,Office,12000.0,47.6139,-122.32034,3,104,14.730200008471455,8000.0,43853.04391891892,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,932083.5
5,10.556047086114289,Multifamily Housing,22486.0,47.61554,-122.31098,3,18,13.446418844010454,7681.8,43760.875,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3392129.0
2,10.044987114809828,Non-Refrigerated Warehouse,23040.0,47.61481,-122.31536,1,96,14.609335306277664,11520.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,79711.79688
2,11.032952304687003,Non-Refrigerated Warehouse,61880.0,47.61469,-122.31596,1,58,15.093395315233423,30940.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,595936.5
2,10.237743048287497,Office,13917.0,47.61556,-122.32048,2,91,14.748602554804346,13969.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1027394.313
3,10.236668665059128,Other,21886.0,47.66506,-122.31656,1,87,14.702576783713711,9302.666666666666,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2028125.625
2,10.327512686165203,K-12 School,30562.0,47.62291,-122.28879,1,16,13.100101408404983,15281.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1622231.375
3,10.914524668948285,Retail Store,54969.0,47.59951,-122.32033,1,16,13.687113391188065,18323.0,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3724098.25
3,10.159446732791961,Office,31822.0,47.61546,-122.31195,1,58,14.21988974333838,8611.333333333334,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2076289.625
2,10.213652480789968,K-12 School,27273.0,47.64063,-122.30428,1,91,14.724511987306817,13636.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1258619.125
3,10.131061276129653,Office,14256.0,47.69898,-122.34162,3,34,13.657421800745814,8370.333333333334,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,954352.6875
2,10.367378789112905,Worship Facility,31805.0,47.64725,-122.39977,1,63,14.510513515504437,15902.5,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1641667.0
1,9.94323697205341,K-12 School,20811.0,47.64725,-122.39977,1,63,14.086371698444944,20811.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1267348.5
2,10.001430626866092,Non-Refrigerated Warehouse,12644.0,47.59393,-122.32211,2,49,13.89325092497672,11029.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1987334.75
5,10.491274217438248,Other,36000.0,47.56166,-122.3237,1,109,15.182622099667391,7200.0,38299.84905660377,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1111293.75
1,10.251323547807656,Distribution Center,28320.0,47.5616,-122.32603,2,45,14.057986037577976,28320.0,45433.204545454544,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4236396.5
1,10.277771543160718,Worship Facility,29079.0,47.67816,-122.28998,1,61,14.388645407334028,29079.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,861643.6875
3,9.864330837334935,Office,19232.0,47.63441,-122.28061,2,34,13.390691361951095,6410.666666666667,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,726917.5
2,9.929886026390658,Office,13600.0,47.65564,-122.36191,2,28,13.262090536565863,10267.5,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1835804.0
1,10.335269968961667,Non-Refrigerated Warehouse,30800.0,47.54769,-122.3251,1,51,14.267095601685991,30800.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,485971.0
3,10.006405086542815,Multifamily Housing,11084.0,47.59901628,-122.3315077,2,116,14.759995277649178,7389.333333333333,43760.875,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1784385.25
1,10.529425983402623,Non-Refrigerated Warehouse,27271.0,47.59416,-122.3267,3,94,15.072720765672628,37400.0,42790.2891566265,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,924192.6875
5,10.897017064751084,Office,54015.0,47.62495,-122.36036,1,34,14.423377589367247,10803.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3020001.5
4,10.434409878001242,Retail Store,38428.0,47.62473,-122.34727,1,10,12.736994970995287,8502.5,38211.08571428571,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3560614.25
3,9.996385734902859,Other,14877.0,47.5823,-122.32937,3,12,12.481292384690859,7315.666666666667,38299.84905660377,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1554599.25
1,10.175916383525095,Office,26263.0,47.64779,-122.33352,1,23,13.311410599454245,26263.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1634669.375
2,11.160413273314736,Worship Facility,70292.0,47.6709,-122.27054,1,8,13.239854814994573,35146.0,32669.727272727272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1933811.625
2,10.48514435706271,K-12 School,38000.0,47.61386,-122.32647,1,2,11.178291537622655,17890.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2912264.0
3,10.772120478880746,Office,47000.0,47.59666,-122.31253,1,3,11.870732767548855,15891.0,43853.04391891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2502131.0
4,10.582358308177264,Hotel,60245.0,47.66629,-122.3826,3,3,11.680970596845375,9858.25,46808.19047619047,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3497215.5
2,10.798043792264277,K-12 School,63500.0,47.73143,-122.32784,1,2,11.491190972824223,24462.5,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1662054.125
2,10.950595998337121,Automobile Dealership,24520.0,47.5843,-122.32229,2,2,11.643743178897067,28494.0,49994.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,544172.375
2,10.695619969780495,Pre-school/Daycare,44162.0,47.51377011,-122.3432804,2,6,12.48737943900855,22081.0,42213.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1546484.875
3,10.714417768752456,K-12 School,45728.0,47.58831,-122.3065,2,1,10.714417768752456,15000.0,49016.5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1325972.75
